	小分類名
272711	重衣料春
272712	重衣料夏
272713	重衣料秋
272714	重衣料冬
272715	買取子供甚平年間
272716	委託子供甚平年間
272717	買取ベビー甚平年間
272718	委託ベビー甚平年間
272719	買取水着年間
272720	委託水着年間
272721	買取浴衣年間
272722	委託浴衣年間
272723	買取浴衣小物年間
272724	委託浴衣小物年間
272725	乳児春
272726	乳児夏
272727	乳児秋
272728	乳児冬
272729	買取帽子
272731	シューズ夏
272733	シューズ年間
272734	靴下・タイツ冬
272735	靴下・タイツ年間
272736	その他服飾雑貨年間
272737	レイン年間
272738	子守帯年間
272739	パジャマ春物
272740	パジャマ夏物
272741	パジャマ秋物
272742	パジャマ冬物
272743	ベスト・ポンチョ年間
272744	腹巻年間
272745	幼児肌着年間
272746	幼児肌着夏物
272747	幼児肌着冬物
272748	トレパンブルマ年間
272749	ブリーフ年間
272750	ショーツ年間
272751	スタイ年間
272752	エプロン年間
272753	新生児肌着夏
272754	新生児肌着冬
272755	新生児肌着年間
272756	日本製新生児年間
272757	新生児ドレス夏
272758	新生児ドレス冬
272759	新生児ドレス年間
272760	宮参り・セレモニードレス年間
272761	メモリアル・新生児ギフト年間
272762	新生児ブランド年間
272764	布団ベッドクーハン年間
272765	寝具小物年間
272766	食器年間
272767	インテリア年間
272768	育児雑貨年間
272769	玩具年間
272771	乗物小物年間
272772	ベビーカー年間
272773	カーシート年間
272774	マタニティアウター春
272775	マタニティアウター夏
272776	マタニティアウター秋
272777	マタニティアウター冬
272778	マタニティアウター年間
272779	マタニティランジェリー年間
272781	マタニティーホームウェアー夏
272782	マタニティーホームウェアー冬
272790	個店仕入れ
272791	加工代
272792	リベート
272793	値引
272794	催事
272795	コンセ
272796	諸掛
272797	削除ＳＫＵの売上
272798	その他
272800	UNY用_キッズコンセ
272801	ﾍﾞﾍﾞ1
272802	ﾍﾞﾍﾞ2
272803	ﾍﾞﾍﾞ3
272804	ﾏﾙﾀｶ1
272805	ﾏﾙﾀｶ2
272806	ﾏﾙﾀｶ3
272807	ﾏﾙﾀｶ4
272808	ﾏﾙﾀｶ5
272809	ﾏﾙﾀｶ6
272810	ｽﾊﾟｲｷｯｽﾞﾌﾟﾛﾊﾟｰ
272811	ｽﾊﾟｲｷｯｽﾞﾌｸﾌﾞｸﾛ
272812	ﾍﾞﾍﾞ4
272813	ｼﾞｪﾆｰﾌﾟﾛﾊﾟｰ
272814	ｼﾞｪﾆｰ催事
272815	ｼﾞｪﾆｰその他
272816	ｽﾘｰﾋﾟｰｽ1
272817	ｽﾘｰﾋﾟｰｽ2
272818	ｼｭｼｭﾉﾝ1
272819	ｼｭｼｭﾉﾝ2
272820	ﾌﾞﾗｲﾄﾜｰｸ1
272821	ﾌﾞﾗｲﾄﾜｰｸ2
272822	ｷｯｽﾞﾓﾝｽﾀｰﾌﾟﾛﾊﾟｰ
272823	ｷｯｽﾞﾓﾝｽﾀｰ催事
272824	ｷｯｽﾞﾓﾝｽﾀｰ福袋
272825	にんじゃが
272826	にんじゃが催事
272827	ｽｸｰﾙﾒｲﾂ指定体操服
272828	ﾁﾋﾞｯｺﾊｳｽﾌﾟﾛﾊﾟｰ
272829	ﾁﾋﾞｯｺﾊｳｽﾌﾟ催事
272830	紙風船
272831	ﾍﾟﾘｶﾝﾌﾞﾛﾊﾟｰ
272832	ﾍﾟﾘｶﾝ催事
272833	ﾍﾟﾘｶﾝその他
272834	ﾍﾟﾘｶﾝ(ﾅﾙﾐﾔ)
272835	ﾍﾟﾘｶﾝ催事(ﾅﾙﾐﾔ)
272836	まるふじ催事
272837	ｷｯｽﾞｷｽ
272838	ﾉﾉﾔﾏ洋服(2001)
272839	ﾉﾉﾔﾏ洋服
272840	ﾃｨﾝｸﾙ
272841	学生衣料ITO1
272842	学生衣料ITO2
272843	学生衣料ITO3
272844	フワットプロパー
272845	フワット催事
272846	フワットその他
272847	ﾒﾘｰｺﾞﾗﾝﾄﾞﾌﾟﾛﾊﾟｰ
272848	ﾒﾘｰｺﾞﾗﾝﾄﾞ催事
272849	ﾒﾘｰｺﾞﾗﾝﾄﾞ福袋
272850	ﾊﾞﾊﾌﾟﾛﾊﾟｰ
272851	明石ｽｸｰﾙ3
272852	ｷｭｰﾌﾞ
272853	明石ｽｸｰﾙ指定体操服
272854	フェリアﾌﾟﾛﾊﾟｰ
272855	フェリア催事
272856	ﾌｪﾘｱ福袋
272860	ｽｸｰﾙﾒｲﾂ制服
272861	ｽｸｰﾙﾒｲﾂ体操服
272862	ﾄﾝﾎﾞｼｮｯﾌﾟ北方
272863	ﾄﾝﾎﾞｼｮｯﾌﾟ大垣
272864	制服ｷﾝﾊﾟﾗ
272865	体操服ｷﾝﾊﾟﾗ
272866	学生衣料 国盛商事
272867	藤ノ花女子高校
272868	ﾐｽｷﾞ学校服
272869	ﾐｽｷﾞ学校服(2001)
272870	学生衣料ITO4
272871	学生衣料ITO(商品)
272872	市邨高校
272873	ｶﾝｺｳｶﾞｸｾｲﾌｸ1
272874	各務野高校
272875	菅公学生服2
272876	ｶﾝｺｳｶﾞｸｾｲﾌｸ3
272877	菅公学生服4
272878	明石ｽｸｰﾙ2
272879	明石ｽｸｰﾙ1
272880	ｼｰｶﾞﾙ
272881	ﾏﾙｵﾘ
272882	ﾌｼﾞﾔ学生衣料
272883	ﾐｽｷﾞ学校服(商品)
272884	丸六制服
272885	丸六体操服
272886	ｲﾄｳ5
272891	加工代
272892	リベート
272893	値引
272894	催事
272895	コンセ
272896	諸掛
272897	削除ＳＫＵの売上
272898	その他
272900	UNY用_キッズブランド
272901	幼児トップス重衣料春
272902	幼児トップス重衣料夏
272903	幼児トップス重衣料秋
272904	幼児トップス重衣料冬
272905	幼児ボトム春
272906	幼児ボトム夏
272907	幼児ボトム秋
272908	幼児ボトム冬
272909	ベビートップス重衣料春
272910	ベビートップス重衣料夏
272911	ベビートップス重衣料秋
272912	ベビートップス重衣料冬
272913	ベビーボトム春
272914	ベビーボトム夏
272915	ベビーボトム秋
272916	ベビーボトム冬
272917	水着甚平浴衣夏
272918	ブランドＮＢ１春夏
272919	ブランドＮＢ１秋冬
272920	ブランドＮＢ２春夏
272921	ブランドＮＢ２秋冬
272922	ブランドＮＢ３春夏
272923	ブランドＮＢ３秋冬
272924	ブランドＮＢ４春夏
272925	ブランドＮＢ４秋冬
272926	ブランドＮＢ５春夏
272927	ブランドＮＢ５秋冬
272928	ブランドＮＢ６春夏
272929	ブランドＮＢ６秋冬
272930	ブランドＮＢ７春夏
272931	ブランドＮＢ７秋冬
272932	ブランドＮＢ８春夏
272933	ブランドＮＢ８春夏
272934	ブランドＮＢ９春夏
272935	ブランドＮＢ９春夏
272936	ブランドＮＢ１０春夏
272937	ブランドＮＢ１０春夏
272938	ブランド雑貨年間
272939	インナー年間
272940	服飾雑貨年間
272941	ローティーンニット春
272942	ローティーンニット夏
272943	ローティーンニット秋
272944	ローティーンニット冬
272945	ローティーンカットシャツ春
272946	ローティーンカットシャツ夏
272947	ローティーンカットシャツ秋
272948	ローティーンカットシャツ冬
272949	ローティーンスカート春
272950	ローティーンスカート夏
272951	ローティーンスカート秋
272952	ローティーンスカート冬
272953	ローティーンパンツ春
272954	ローティーンパンツ夏
272955	ローティーンパンツ秋
272956	ローティーンパンツ冬
272957	ローティーンパンツ年間
272958	ローティーンジャケット春
272959	ローティーンジャケット秋
272960	ローティーンジャケット冬
272961	ローティーン重装春
272962	ローティーン重装夏
272963	ローティーン重装秋
272964	ローティーン重装冬
272965	ローティーン重装年間
272966	ローティーン服飾雑貨春夏
272967	ローティーン服飾雑貨秋冬
272968	ローティーン服飾雑貨年間
272990	個店仕入れ
272991	加工代
272992	リベート
272993	値引
272994	催事
272995	コンセ
272996	諸掛
272997	削除ＳＫＵの売上
272998	その他
273000	UNY用_キッズスクールアウター
273001	Ｇニット春
273002	Ｇニット冬
273003	Ｇ長袖Ｔシャツ春
273004	Ｇ長袖Ｔシャツ秋
273005	Ｇ長袖Ｔシャツ冬
273006	Ｇ長袖Ｔシャツ年間
273008	Ｇトレーナー春
273009	Ｇトレーナー秋
273010	Ｇトレーナー冬
273011	Ｇ半袖トップス夏
273012	Ｇ半袖トップス年間
273014	Ｇスカート春
273015	Ｇスカート夏
273016	Ｇスカート秋
273017	Ｇスカート冬
273018	Ｇハーフパンツ春
273019	Ｇハーフパンツ夏
273020	Ｇハーフパンツ秋
273021	Ｇハーフパンツ冬
273022	Ｇスカートハーフ年間
273023	Ｇロングパンツ春
273024	Ｇロングパンツ冬
273025	Ｇロングパンツ年間
273026	Ｇジャケット春
273027	Ｇジャケット夏
273028	Ｇジャケット冬
273029	Ｇスーツワンピース春
273030	Ｇスーツワンピース夏
273031	Ｇスーツワンピース冬
273032	Ｇスーツワンピース年間
273033	Ｂニット春
273034	Ｂニット冬
273035	Ｂトレーナー春
273036	Ｂトレーナー秋
273037	Ｂトレーナー冬
273038	Ｂ長袖Ｔシャツ春
273039	Ｂ長袖Ｔシャツ秋
273040	Ｂ長袖Ｔシャツ冬
273041	Ｂ長袖Ｔシャツ年間
273044	Ｂ半袖トップス夏
273046	Ｂ半袖トップス年間
273047	Ｂ半袖スーツ夏
273048	Ｂ長袖スーツ年間
273049	Ｂハーフパンツ夏
273050	Ｂハーフパンツ年間
273052	Ｂロングパンツ春
273053	Ｂロングパンツ冬
273054	Ｂロングパンツ年間
273055	Ｂジャケット春
273056	Ｂジャケット夏
273057	Ｂジャケット冬
273059	Ｇ卒業スーツ買取年間
273060	Ｇ卒業スーツ委託年間
273061	Ｇ卒業単品買取年間
273062	Ｇ卒業単品委託年間
273063	Ｂ卒業スーツ買取年間
273064	Ｂ卒業スーツ委託年間
273065	Ｂ卒業単品買取年間
273066	Ｂ卒業単品委託年間
273067	Ｇ入学スーツ買取年間
273068	Ｇ入学スーツ委託年間
273069	Ｇ入学単品買取年間
273070	Ｇ入学単品委託年間
273071	Ｂ入学スーツ買取年間
273072	Ｂ入学スーツ委託年間
273073	Ｂ入学単品買取年間
273074	Ｂ入学単品委託年間
273075	スポーツ春
273076	スポーツ夏
273077	スポーツ秋
273078	スポーツ冬
273079	スポーツ年間
273080	スポーツ雑貨年間
273081	スポーツ催事年間
273083	条件付き買取春
273084	条件付き買取夏
273085	条件付き買取秋
273086	条件付き買取冬
273087	条件付き委託年間
273090	個店仕入
273091	加工代
273092	リベート
273093	値引
273094	催事
273095	コンセ
273096	諸掛
273097	削除ＳＫＵの売上
273098	その他
273100	UNY用_キッズスクール雑貨
273101	子供甚平買取年間
273102	子供甚平委託年間
273103	ベビー甚平買取年間
273104	ベビー甚平委託年間
273105	浴衣買取年間
273106	浴衣委託年間
273107	浴衣小物買取年間
273108	浴衣小物委託年間
273110	学生衣料年間
273111	学生衣料個店対応年間
273113	トレーニングウェア年間
273114	肌着上物年間
273115	肌着下物年間
273116	ソックス年間
273117	タイツ冬
273119	Ｇ卒業スーツ買取年間
273120	Ｇ卒業スーツ委託年間
273121	Ｇ卒業単品買取年間
273122	Ｇ卒業単品委託年間
273123	Ｂ卒業スーツ買取年間
273124	Ｂ卒業スーツ委託年間
273125	Ｂ卒業単品買取年間
273126	Ｂ卒業単品委託年間
273127	Ｇ入学スーツ買取年間
273128	Ｇ入学スーツ委託年間
273129	Ｇ入学単品買取年間
273130	Ｇ入学単品委託年間
273131	Ｂ入学スーツ買取年間
273132	Ｂ入学スーツ委託年間
273133	Ｂ入学単品買取年間
273134	Ｂ入学単品委託年間
273137	シーズン雑貨買取夏
273138	シーズン雑貨委託夏年間
273139	シーズン雑貨買取冬
273140	シーズン雑貨委託冬年間
273141	ニット手袋買取冬
273142	ニット手袋委託冬年間
273143	スノー手袋買取冬
273144	スノー手袋委託冬年間
273145	スキーウエアグローブ買取冬
273146	スキーウエアグローブ委託冬年間
273147	スキー関連雑貨買取冬
273148	スキー関連雑貨委託冬年間
273151	サブバッグ買取年間
273152	サブバッグ委託年間
273153	アクセサリー買取年間
273154	アクセサリー委託年間
273155	ハンカチ・ランチクロス年間
273156	エプロン年間
273157	マルチポシェット年間
273159	学童雑貨買取年間
273160	学童雑貨委託年間
273161	バッグ・リュック年間
273162	晴雨兼用傘年間
273163	長傘年間
273164	折傘年間
273165	レインコートシューズ年間
273166	帽子買取年間
273167	帽子買取夏
273168	帽子委託年間
273171	ラッシュガードスクール買取年間
273172	ラッシュガードスクール委託年間
273173	ラッシュガードデザイン買取年間
273174	ラッシュガードデザイン委託年間
273175	男児スクール水着買取年間
273176	男児スクール水着委託年間
273177	女児スクール水着買取年間
273178	女児スクール水着委託年間
273179	男児デザイン水着買取年間
273180	男児デザイン水着委託年間
273181	女児デザイン水着買取年間
273182	女児デザイン水着委託年間
273183	ベビー水着買取年間
273184	ベビー水着委託年間
273185	ビーチバッグ買取年間
273186	ラップタオル買取年間
273187	水泳小物買取年間
273188	水泳小物委託年間
273190	個店仕入
273191	加工代
273192	リベート
273193	値引
273194	催事
273195	コンセ
273196	諸掛
273197	削除ＳＫＵの売上
273198	その他
273200	UNY用_トドラー＆ベビー
273201	アウタートップス春
273202	アウタートップス夏
273203	アウタートップス秋
273204	アウタートップス冬
273205	アウタートップス年間
273206	アウターボトム春
273207	アウターボトム夏
273208	アウターボトム秋
273209	アウターボトム冬
273210	アウターボトム年間
273211	重衣料春
273212	重衣料夏
273213	重衣料秋
273214	重衣料冬
273218	条件付き買取春
273219	条件付き買取夏
273220	条件付き買取秋
273221	条件付き買取冬
273222	条件付き委託年間
273225	乳児春
273226	乳児夏
273227	乳児秋
273228	乳児冬
273229	買取帽子夏
273230	委託帽子年間
273231	シューズ夏
273233	シューズ年間
273234	靴下・タイツ冬
273235	靴下・タイツ年間
273236	その他服飾雑貨年間
273237	レイン年間
273238	子守帯年間
273239	パジャマ春
273240	パジャマ夏
273241	パジャマ秋
273242	パジャマ冬
273243	ベスト・ポンチョ冬
273244	腹巻年間
273245	幼児肌着年間
273246	幼児肌着夏
273247	幼児肌着冬
273248	トレパンブルマ年間
273249	ブリーフ年間
273250	ショーツ年間
273251	スタイ年間
273252	エプロン年間
273253	新生児肌着夏
273254	新生児肌着冬
273255	新生児肌着年間
273256	日本製新生児肌着年間
273257	新生児ドレスナツ
273258	新生児ドレス冬
273259	新生児ドレス年間
273260	宮参り・セレモニードレス年間
273261	メモリアル・新生児ギフト年間
273262	新生児ブランド年間
273264	布団ベッドクーハン年間
273265	寝具小物年間
273266	食器年間
273267	インテリア年間
273268	育児雑貨年間
273269	玩具年間
273271	乗物小物年間
273272	ベビーカー年間
273273	カーシート年間
273274	マタニティアウター春
273275	マタニティアウター夏
273276	マタニティアウター秋
273277	マタニティアウター冬
273278	マタニティアウター年間
273279	マタニティランジェリー年間
273281	マタニティパジャマ夏
273282	マタニティパジャマ冬
273290	個店仕入
273291	加工代
273292	リベート
273293	値引
273294	催事
273295	コンセ
273296	諸掛
273297	削除ＳＫＵの売上
273298	その他
285000	UNY用_メンズインナー
285001	年間長袖Ｕ首シャツ
285002	年間長袖丸首シャツ
285003	年間長袖面二シャツ
285004	冬物長袖スムース
285005	年間半袖Ｕ首シャツ
285006	年間半袖丸首シャツ
285007	年間ランニングシャツ
285008	年間スリーブレスシャツ
285009	冬物半袖スムース
285010	年間長ズボン下
285011	年間半ズボン下
285012	冬物ズボン下スムース
285015	年間紳士ＴシャツＰＢ
285016	年間紳士ボトムＰＢ
285017	年間紳士Ｔシャツ
285018	年間紳士ボトム
285019	夏物紳士ＴシャツＰＢ
285020	夏物紳士ボトムＰＢ
285021	夏物紳士Ｔシャツ
285022	夏物紳士ボトム
285023	冬物紳士ＴシャツＰＢ
285024	冬物紳士ボトムＰＢ
285025	冬物紳士Ｔシャツ
285026	冬物紳士ボトム
285027	夏物紳士ボクサーブリーフＰＢ
285028	夏物紳士トランクスＰＢ
285029	冬物紳士ボクサーブリーフＰＢ
285030	冬物紳士トランクスＰＢ
285031	夏物クレープ上物
285032	夏物クレープ下物
